author_name,family_name,genus_name,species,concat_species,ecocode_definition,ecocode,ecocode_abbreviation,ecocode_system,koch_type,taxon
(Aubé),ELATERIDAE,Zorochros,flavipes,Zorochros flavipes,on river banks,ripicolous,Ecori,KochGroup,Ecology,Zorochros|flavipes|(Aubé)
(Aubé),ELATERIDAE,Zorochros,flavipes,Zorochros flavipes,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Zorochros|flavipes|(Aubé)
(Aubé),HISTERIDAE,Aeletes,atomarius,Aeletes atomarius,Deciduous Wood and tree indicators,Indicators: Deciduous,BEco04a,Bugs,,Aeletes|atomarius|(Aubé)
(Aubé),HISTERIDAE,Aeletes,atomarius,Aeletes atomarius,Wood and trees,Wood and trees,BEco04,Bugs,,Aeletes|atomarius|(Aubé)
(Aubé),HISTERIDAE,Aeletes,atomarius,Aeletes atomarius,associated with ants,myrmecophilous,HTymm,KochGroup,Habitat type,Aeletes|atomarius|(Aubé)
(Aubé),HISTERIDAE,Aeletes,atomarius,Aeletes atomarius,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Aeletes|atomarius|(Aubé)
(Aubé),HISTERIDAE,Aeletes,atomarius,Aeletes atomarius,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Aeletes|atomarius|(Aubé)
(Aubé),HISTERIDAE,Halacritus,punctum,Halacritus punctum,Halotolerant (all salts),Halotolerant,BEco13,Bugs,Habitat type,Halacritus|punctum|(Aubé)
(Aubé),HISTERIDAE,Halacritus,punctum,Halacritus punctum,in salty environments,halophilous,HTyha,KochGroup,Habitat type,Halacritus|punctum|(Aubé)
(Aubé),HISTERIDAE,Halacritus,punctum,Halacritus punctum,on river banks,ripicolous,Ecori,KochGroup,Ecology,Halacritus|punctum|(Aubé)
(Aubé),HISTERIDAE,Halacritus,punctum,Halacritus punctum,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Halacritus|punctum|(Aubé)
(Aubé),LATHRIDIIDAE,Holoparamecus,caularum,Holoparamecus caularum,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Holoparamecus|caularum|(Aubé)
(Aubé),LATHRIDIIDAE,Holoparamecus,caularum,Holoparamecus caularum,General synanthropic,General synanthropic,BEco09a,Bugs,,Holoparamecus|caularum|(Aubé)
(Aubé),LATHRIDIIDAE,Holoparamecus,caularum,Holoparamecus caularum,Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Holoparamecus|caularum|(Aubé)
(Aubé),LATHRIDIIDAE,Holoparamecus,caularum,Holoparamecus caularum,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Holoparamecus|caularum|(Aubé)
(Aubé),LATHRIDIIDAE,Holoparamecus,caularum,Holoparamecus caularum,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Holoparamecus|caularum|(Aubé)
(Aubé),LATHRIDIIDAE,Holoparamecus,caularum,Holoparamecus caularum,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Holoparamecus|caularum|(Aubé)
(Aubé),LATHRIDIIDAE,Holoparamecus,caularum,Holoparamecus caularum,"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Holoparamecus|caularum|(Aubé)
(Aubé),LATRIDIIDAE,Dienerella,elegans,Dienerella elegans,General synanthropic,General synanthropic,BEco09a,Bugs,,Dienerella|elegans|(Aubé)
(Aubé),LATRIDIIDAE,Dienerella,elegans,Dienerella elegans,Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Dienerella|elegans|(Aubé)
(Aubé),LATRIDIIDAE,Dienerella,filum,Dienerella filum,General synanthropic,General synanthropic,BEco09a,Bugs,,Dienerella|filum|(Aubé)
(Aubé),LATRIDIIDAE,Dienerella,filum,Dienerella filum,Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Dienerella|filum|(Aubé)
(Aubé),LATRIDIIDAE,Dienerella,filum,Dienerella filum,Wood and trees,Wood and trees,BEco04,Bugs,,Dienerella|filum|(Aubé)
(Aubé),LATRIDIIDAE,Dienerella,filum,Dienerella filum,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Dienerella|filum|(Aubé)
(Aubé),LATRIDIIDAE,Dienerella,filum,Dienerella filum,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Dienerella|filum|(Aubé)
(Aubé),LATRIDIIDAE,Dienerella,filum,Dienerella filum,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Dienerella|filum|(Aubé)
(Aubé),LATRIDIIDAE,Dienerella,filum,Dienerella filum,"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Dienerella|filum|(Aubé)
(Aubé),PSELAPHIDAE,Amauronyx,maerkelii,Amauronyx maerkelii,Meadowland,Meadowland,BEco03,Bugs,,Amauronyx|maerkelii|(Aubé)
(Aubé),PSELAPHIDAE,Amauronyx,maerkelii,Amauronyx maerkelii,Wood and trees,Wood and trees,BEco04,Bugs,,Amauronyx|maerkelii|(Aubé)
(Aubé),PSELAPHIDAE,Amauronyx,maerkelii,Amauronyx maerkelii,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Amauronyx|maerkelii|(Aubé)
(Aubé),PSELAPHIDAE,Amauronyx,maerkelii,Amauronyx maerkelii,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Amauronyx|maerkelii|(Aubé)
(Aubé),PSELAPHIDAE,Amauronyx,maerkelii,Amauronyx maerkelii,in leaf debris (litter),phyllodetriticolous,Ecopy,KochGroup,Ecology,Amauronyx|maerkelii|(Aubé)
(Aubé),PSELAPHIDAE,Batrisodes,buqueti,Batrisodes buqueti,Wood and trees,Wood and trees,BEco04,Bugs,,Batrisodes|buqueti|(Aubé)
(Aubé),PSELAPHIDAE,Batrisodes,buqueti,Batrisodes buqueti,associated with ants,myrmecophilous,HTymm,KochGroup,Habitat type,Batrisodes|buqueti|(Aubé)
(Aubé),PSELAPHIDAE,Batrisodes,buqueti,Batrisodes buqueti,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Batrisodes|buqueti|(Aubé)
(Aubé),PSELAPHIDAE,Batrisodes,buqueti,Batrisodes buqueti,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Batrisodes|buqueti|(Aubé)
(Aubé),PSELAPHIDAE,Batrisodes,delaporti,Batrisodes delaporti,Wood and trees,Wood and trees,BEco04,Bugs,,Batrisodes|delaporti|(Aubé)
(Aubé),PSELAPHIDAE,Batrisodes,delaporti,Batrisodes delaporti,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Batrisodes|delaporti|(Aubé)
(Aubé),PSELAPHIDAE,Batrisodes,delaporti,Batrisodes delaporti,associated with ants,myrmecophilous,HTymm,KochGroup,Habitat type,Batrisodes|delaporti|(Aubé)
(Aubé),PSELAPHIDAE,Batrisodes,delaporti,Batrisodes delaporti,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Batrisodes|delaporti|(Aubé)
(Aubé),PSELAPHIDAE,Bibloplectus,minutissimus,Bibloplectus minutissimus,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Bibloplectus|minutissimus|(Aubé)
(Aubé),PSELAPHIDAE,Brachygluta,perforata,Brachygluta perforata,Meadowland,Meadowland,BEco03,Bugs,,Brachygluta|perforata|(Aubé)
(Aubé),PSELAPHIDAE,Plectophloeus,erichsoni,Plectophloeus erichsoni,Wood and trees,Wood and trees,BEco04,Bugs,,Plectophloeus|erichsoni|(Aubé)
(Aubé),PSELAPHIDAE,Plectophloeus,erichsoni,Plectophloeus erichsoni,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Plectophloeus|erichsoni|(Aubé)
(Aubé),PSELAPHIDAE,Plectophloeus,erichsoni,Plectophloeus erichsoni,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Plectophloeus|erichsoni|(Aubé)
(Aubé),PSELAPHIDAE,Plectophloeus,erichsoni,Plectophloeus erichsoni,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Plectophloeus|erichsoni|(Aubé)
(Aubé),PSELAPHIDAE,Plectophloeus,erichsoni,Plectophloeus erichsoni,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Plectophloeus|erichsoni|(Aubé)
(Aubé),PTILIIDAE,Ptiliolum,marginatum,Ptiliolum marginatum,Wood and trees,Wood and trees,BEco04,Bugs,,Ptiliolum|marginatum|(Aubé)
(Aubé),STAPHYLINIDAE,Ilyobates,propinquus,Ilyobates propinquus,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Ilyobates|propinquus|(Aubé)
(Aubé),STAPHYLINIDAE,Ocyusa,picina,Ocyusa picina,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Ocyusa|picina|(Aubé)
(Aubé),STAPHYLINIDAE,Ocyusa,picina,Ocyusa picina,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Ocyusa|picina|(Aubé)
(Aubé),STAPHYLINIDAE,Ocyusa,picina,Ocyusa picina,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Ocyusa|picina|(Aubé)
(Aubé),STAPHYLINIDAE,Ocyusa,picina,Ocyusa picina,in swamps,paludicolous,Ecopa,KochGroup,Ecology,Ocyusa|picina|(Aubé)
(Aubé),STAPHYLINIDAE,Ocyusa,picina,Ocyusa picina,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Ocyusa|picina|(Aubé)
Aubé,CHRYSOMELIDAE,Altica,lythri,Altica lythri,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Altica|lythri|Aubé
Aubé,CHRYSOMELIDAE,Altica,lythri,Altica lythri,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Altica|lythri|Aubé
Aubé,CHRYSOMELIDAE,Altica,lythri,Altica lythri,tolerant of saline habitats,halotolerant,HTyht,KochGroup,Habitat type,Altica|lythri|Aubé
Aubé,CHRYSOMELIDAE,Altica,lythri,Altica lythri,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Altica|lythri|Aubé
Aubé,CHRYSOMELIDAE,Altica,lythri,Altica lythri,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Altica|lythri|Aubé
Aubé,CHRYSOMELIDAE,Altica,lythri,Altica lythri,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Altica|lythri|Aubé
Aubé,CHRYSOMELIDAE,Altica,lythri,Altica lythri,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Altica|lythri|Aubé
Aubé,COLYDIIDAE,Langelandia,anophthalma,Langelandia anophthalma,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Langelandia|anophthalma|Aubé
Aubé,COLYDIIDAE,Langelandia,anophthalma,Langelandia anophthalma,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Langelandia|anophthalma|Aubé
Aubé,COLYDIIDAE,Langelandia,anophthalma,Langelandia anophthalma,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Langelandia|anophthalma|Aubé
Aubé,COLYDIIDAE,Langelandia,anophthalma,Langelandia anophthalma,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Langelandia|anophthalma|Aubé
Aubé,COLYDIIDAE,Langelandia,anophthalma,Langelandia anophthalma,,terricolous or subterranean,Ecote,KochGroup,,Langelandia|anophthalma|Aubé
Aubé,COLYDIIDAE,Langelandia,anophthalma,Langelandia anophthalma,"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Langelandia|anophthalma|Aubé
Aubé,CRYPTOPHAGIDAE,Telmatophilus,brevicollis,Telmatophilus brevicollis,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Telmatophilus|brevicollis|Aubé
Aubé,CRYPTOPHAGIDAE,Telmatophilus,brevicollis,Telmatophilus brevicollis,specialises on a specific plant or animal species,monophagous,FDeMo,KochGroup,Food dependency,Telmatophilus|brevicollis|Aubé
Aubé,CRYPTOPHAGIDAE,Telmatophilus,brevicollis,Telmatophilus brevicollis,in swamps,paludicolous,Ecopa,KochGroup,Ecology,Telmatophilus|brevicollis|Aubé
Aubé,CRYPTOPHAGIDAE,Telmatophilus,brevicollis,Telmatophilus brevicollis,plant materials,phytophagous,FNoPh,KochGroup,Food nourishment,Telmatophilus|brevicollis|Aubé
Aubé,CRYPTOPHAGIDAE,Telmatophilus,brevicollis,Telmatophilus brevicollis,on river banks,ripicolous,Ecori,KochGroup,Ecology,Telmatophilus|brevicollis|Aubé
Aubé,CRYPTOPHAGIDAE,Telmatophilus,brevicollis,Telmatophilus brevicollis,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Telmatophilus|brevicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,brevicollis,Monotoma brevicollis,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Monotoma|brevicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,brevicollis,Monotoma brevicollis,General synanthropic,General synanthropic,BEco09a,Bugs,,Monotoma|brevicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,brevicollis,Monotoma brevicollis,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Monotoma|brevicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,brevicollis,Monotoma brevicollis,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Monotoma|brevicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,brevicollis,Monotoma brevicollis,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Monotoma|brevicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,brevicollis,Monotoma brevicollis,"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Monotoma|brevicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,conicollis,Monotoma conicollis,Wood and trees,Wood and trees,BEco04,Bugs,,Monotoma|conicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,conicollis,Monotoma conicollis,associated with ants,myrmecophilous,HTymm,KochGroup,Habitat type,Monotoma|conicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,conicollis,Monotoma conicollis,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Monotoma|conicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,conicollis,Monotoma conicollis,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Monotoma|conicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,quadrifoveolata,Monotoma quadrifoveolata,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Monotoma|quadrifoveolata|Aubé
Aubé,CUCUJIDAE,Monotoma,quadrifoveolata,Monotoma quadrifoveolata,General synanthropic,General synanthropic,BEco09a,Bugs,,Monotoma|quadrifoveolata|Aubé
Aubé,CUCUJIDAE,Monotoma,quadrifoveolata,Monotoma quadrifoveolata,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Monotoma|quadrifoveolata|Aubé
Aubé,CUCUJIDAE,Monotoma,quadrifoveolata,Monotoma quadrifoveolata,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Monotoma|quadrifoveolata|Aubé
Aubé,CUCUJIDAE,Monotoma,quadrifoveolata,Monotoma quadrifoveolata,"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Monotoma|quadrifoveolata|Aubé
Aubé,CUCUJIDAE,Monotoma,spinicollis,Monotoma spinicollis,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Monotoma|spinicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,spinicollis,Monotoma spinicollis,General synanthropic,General synanthropic,BEco09a,Bugs,,Monotoma|spinicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,spinicollis,Monotoma spinicollis,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Monotoma|spinicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,spinicollis,Monotoma spinicollis,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Monotoma|spinicollis|Aubé
Aubé,CUCUJIDAE,Monotoma,spinicollis,Monotoma spinicollis,"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Monotoma|spinicollis|Aubé
Aubé,DYTISCIDAE,Agabus,melanarius,Agabus melanarius,Aquatics,Aquatics,BEco01,Bugs,,Agabus|melanarius|Aubé
Aubé,DYTISCIDAE,Agabus,melanarius,Agabus melanarius,prefers acid conditions,acidophilous,HTyac,KochGroup,Habitat type,Agabus|melanarius|Aubé
Aubé,DYTISCIDAE,Agabus,melanarius,Agabus melanarius,in water,aquatic,Ecoaq,KochGroup,Ecology,Agabus|melanarius|Aubé
Aubé,DYTISCIDAE,Agabus,melanarius,Agabus melanarius,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Agabus|melanarius|Aubé
Aubé,DYTISCIDAE,Agabus,melanarius,Agabus melanarius,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Agabus|melanarius|Aubé
Aubé,DYTISCIDAE,Agabus,solieri,Agabus solieri,Aquatics,Aquatics,BEco01,Bugs,,Agabus|solieri|Aubé
Aubé,DYTISCIDAE,Agabus,solieri,Agabus solieri,in water,aquatic,Ecoaq,KochGroup,Ecology,Agabus|solieri|Aubé
Aubé,DYTISCIDAE,Agabus,solieri,Agabus solieri,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Agabus|solieri|Aubé
Aubé,DYTISCIDAE,Hydroporus,glabriusculus,Hydroporus glabriusculus,Aquatics,Aquatics,BEco01,Bugs,,Hydroporus|glabriusculus|Aubé
Aubé,DYTISCIDAE,Hydroporus,glabriusculus,Hydroporus glabriusculus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Hydroporus|glabriusculus|Aubé
Aubé,DYTISCIDAE,Hydroporus,morio,Hydroporus morio,Aquatics,Aquatics,BEco01,Bugs,,Hydroporus|morio|Aubé
Aubé,DYTISCIDAE,Hydroporus,morio,Hydroporus morio,Standing water (ponds) indicators,Indicators: Standing water,BEco01a,Bugs,,Hydroporus|morio|Aubé
Aubé,DYTISCIDAE,Hydroporus,morio,Hydroporus morio,in water,aquatic,Ecoaq,KochGroup,Ecology,Hydroporus|morio|Aubé
Aubé,DYTISCIDAE,Hydroporus,morio,Hydroporus morio,in Sphagnum,sphagnicolous,Ecosp,KochGroup,Ecology,Hydroporus|morio|Aubé
Aubé,DYTISCIDAE,Hydroporus,morio,Hydroporus morio,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Hydroporus|morio|Aubé
Aubé,DYTISCIDAE,Hydroporus,morio,Hydroporus morio,,tyrphophilous,HTyty,KochGroup,,Hydroporus|morio|Aubé
Aubé,DYTISCIDAE,Hydroporus,obsoletus,Hydroporus obsoletus,Aquatics,Aquatics,BEco01,Bugs,,Hydroporus|obsoletus|Aubé
Aubé,DYTISCIDAE,Hydroporus,obsoletus,Hydroporus obsoletus,in water,aquatic,Ecoaq,KochGroup,Ecology,Hydroporus|obsoletus|Aubé
Aubé,DYTISCIDAE,Hydroporus,obsoletus,Hydroporus obsoletus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Hydroporus|obsoletus|Aubé
Aubé,DYTISCIDAE,Hydroporus,obsoletus,Hydroporus obsoletus,,terricolous or subterranean,Ecote,KochGroup,,Hydroporus|obsoletus|Aubé
Aubé,GYRINIDAE,Gyrinus,distinctus,Gyrinus distinctus,Aquatics,Aquatics,BEco01,Bugs,,Gyrinus|distinctus|Aubé
Aubé,GYRINIDAE,Gyrinus,distinctus,Gyrinus distinctus,in water,aquatic,Ecoaq,KochGroup,Ecology,Gyrinus|distinctus|Aubé
Aubé,GYRINIDAE,Gyrinus,distinctus,Gyrinus distinctus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Gyrinus|distinctus|Aubé
Aubé,HALIPLIDAE,Haliplus,fluviatilis,Haliplus fluviatilis,Aquatics,Aquatics,BEco01,Bugs,,Haliplus|fluviatilis|Aubé
Aubé,HALIPLIDAE,Haliplus,fluviatilis,Haliplus fluviatilis,feeds on algae,algophagous,FNoAl,KochGroup,Food nourishment,Haliplus|fluviatilis|Aubé
Aubé,HALIPLIDAE,Haliplus,fluviatilis,Haliplus fluviatilis,in water,aquatic,Ecoaq,KochGroup,Ecology,Haliplus|fluviatilis|Aubé
Aubé,HALIPLIDAE,Haliplus,fluviatilis,Haliplus fluviatilis,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Haliplus|fluviatilis|Aubé
Aubé,HALIPLIDAE,Haliplus,fluviatilis,Haliplus fluviatilis,associated with flowing water,rheophilous,HTyrh,KochGroup,Habitat type,Haliplus|fluviatilis|Aubé
Aubé,HALIPLIDAE,Haliplus,fluviatilis,Haliplus fluviatilis,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Haliplus|fluviatilis|Aubé
Aubé,PSELAPHIDAE,Batrisus,formicarius,Batrisus formicarius,Wood and trees,Wood and trees,BEco04,Bugs,,Batrisus|formicarius|Aubé
Aubé,PSELAPHIDAE,Batrisus,formicarius,Batrisus formicarius,associated with ants,myrmecophilous,HTymm,KochGroup,Habitat type,Batrisus|formicarius|Aubé
Aubé,PSELAPHIDAE,Batrisus,formicarius,Batrisus formicarius,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Batrisus|formicarius|Aubé
Aubé,PSELAPHIDAE,Batrisus,formicarius,Batrisus formicarius,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Batrisus|formicarius|Aubé
Aubé,PSELAPHIDAE,Bythinus,macropalpus,Bythinus macropalpus,Meadowland,Meadowland,BEco03,Bugs,,Bythinus|macropalpus|Aubé
Aubé,PSELAPHIDAE,Bythinus,macropalpus,Bythinus macropalpus,Wood and trees,Wood and trees,BEco04,Bugs,,Bythinus|macropalpus|Aubé
Aubé,PSELAPHIDAE,Bythinus,macropalpus,Bythinus macropalpus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Bythinus|macropalpus|Aubé
Aubé,PSELAPHIDAE,Bythinus,macropalpus,Bythinus macropalpus,in the humus layer,humicolous,Ecohu,KochGroup,Ecology,Bythinus|macropalpus|Aubé
Aubé,PSELAPHIDAE,Bythinus,macropalpus,Bythinus macropalpus,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Bythinus|macropalpus|Aubé
Aubé,PSELAPHIDAE,Euplectus,duponti,Euplectus duponti,Wood and trees,Wood and trees,BEco04,Bugs,,Euplectus|duponti|Aubé
Aubé,PSELAPHIDAE,Euplectus,duponti,Euplectus duponti,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Euplectus|duponti|Aubé
Aubé,PSELAPHIDAE,Euplectus,duponti,Euplectus duponti,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Euplectus|duponti|Aubé
Aubé,PSELAPHIDAE,Euplectus,duponti,Euplectus duponti,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Euplectus|duponti|Aubé
Aubé,PSELAPHIDAE,Euplectus,duponti,Euplectus duponti,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Euplectus|duponti|Aubé
Aubé,STAPHYLINIDAE,Aleochara,inconspicua,Aleochara inconspicua,Meadowland,Meadowland,BEco03,Bugs,,Aleochara|inconspicua|Aubé
Aubé,STAPHYLINIDAE,Aleochara,inconspicua,Aleochara inconspicua,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Aleochara|inconspicua|Aubé
Aubé,STAPHYLINIDAE,Aleochara,inconspicua,Aleochara inconspicua,,larval dipterophagous,FNoDi,KochGroup,,Aleochara|inconspicua|Aubé
Aubé,STAPHYLINIDAE,Aleochara,inconspicua,Aleochara inconspicua,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Aleochara|inconspicua|Aubé
Aubé,STAPHYLINIDAE,Aleochara,inconspicua,Aleochara inconspicua,in rotting materials,saprophilous,HTysa,KochGroup,Habitat type,Aleochara|inconspicua|Aubé
Aubé,STAPHYLINIDAE,Aleochara,inconspicua,Aleochara inconspicua,in animal debris,zoodetriticolous,Ecozo,KochGroup,Ecology,Aleochara|inconspicua|Aubé
Aubé,STAPHYLINIDAE,Gabronthus,thermarum,Gabronthus thermarum,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Gabronthus|thermarum|Aubé
Aubé,STAPHYLINIDAE,Gabronthus,thermarum,Gabronthus thermarum,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Gabronthus|thermarum|Aubé
Aubé,STAPHYLINIDAE,Gabronthus,thermarum,Gabronthus thermarum,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Gabronthus|thermarum|Aubé
Aubé,STAPHYLINIDAE,Gabronthus,thermarum,Gabronthus thermarum,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Gabronthus|thermarum|Aubé
Aubé,STAPHYLINIDAE,Gabronthus,thermarum,Gabronthus thermarum,"typical, but non-obligate synanthrope",Typically Sy,HRaSn,KochGroup,Habitat range,Gabronthus|thermarum|Aubé
Aubé,STAPHYLINIDAE,Oxypoda,elongatula,Oxypoda elongatula,"Open wet habitats, shingle, etc",Open wet habitats,BEco05b,Bugs,,Oxypoda|elongatula|Aubé
Aubé,STAPHYLINIDAE,Oxypoda,elongatula,Oxypoda elongatula,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Oxypoda|elongatula|Aubé
Aubé,STAPHYLINIDAE,Oxypoda,elongatula,Oxypoda elongatula,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Oxypoda|elongatula|Aubé
Aubé,STAPHYLINIDAE,Oxypoda,elongatula,Oxypoda elongatula,in swamps,paludicolous,Ecopa,KochGroup,Ecology,Oxypoda|elongatula|Aubé
Aubé,STAPHYLINIDAE,Oxypoda,elongatula,Oxypoda elongatula,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Oxypoda|elongatula|Aubé
